CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
41395426,CITI FIELD STAND 423,Queens,126,ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395498,"CITI FIELD PEPSI PORCH STAND 301, 303",Queens,000,126TH ST &  ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395403,CITI FIELD STAND 137,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
50049739,CITI FIELD GOYA NACHOS & BURRITOS STAND 414,Queens,126TH ST &,ROOSEVELT AVE,,7185958192,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395384,"CITI FIELD WORLD'S FAIR MARKET, STAND 104",Queens,000,126 TH ST & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41401790,CITI FIELD NEW YORK METS VISITORS CLUBHOUSE,Queens,12301,ROOSEVELT AVENUE,11368,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.754695559225,-73.845397132929,481,21,038302,4536844,4017870020,QN99,
50061477,CITI FIELD VIP LOUNGE,Queens,0,126 STREET & ROOSEVELT AVENUE,,7185958192,American,06/13/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,06/13/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,0,0,,,,,4,,
41401794,CITI FIELD NEW YORK METS HOME CLUBHOUSE,Queens,12301,ROOSEVELT AVENUE,11368,7185958100,American,06/13/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.754695559225,-73.845397132929,481,21,038302,4536844,4017870020,QN99,
41395529,CITI FIELD EMMY SQUARED PIZZA,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,Pizza,06/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
40368022,GRIZZLY GROUNDS,Bronx,2300,SOUTHERN BOULEVARD,10460,3474468151,Coffee/Tea,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.850536751997,-73.88245508146,227,15,033400,2116700,2031200020,BX99,
41395535,CITI FIELD NATHAN'S HOT DOGS STAND 404,Queens,000,126TH & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
50062737,CITI FIELD JIM BEAM BOURBON BAR,Queens,126 ST &,ROOSEVELT AVE,,7185958192,American,06/13/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,2,A,06/13/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,0,0,,,,,4,,
41395514,CITI FIELD STAND 310,Queens,,ROOSEVELT AVENUE,11368,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,,,,,,,,,
41395509,CITI FIELD STAND 327,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395370,CITI FIELD EMPLOYEE CAFETERIA,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395388,"CITI FIELD PAPA ROSSO & FUKU, STAND 142",Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395505,CITI FIELD NATHAN'S FAMOUS STAND 325,Queens,000,126TH & ROOSEVELT AVENUE,,7185958100,Hotdogs,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395372,CITI FIELD IN SEAT SERVICE,Queens,000,126TH ST &ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395494,CITI FIELD SUITE KITCHEN,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395419,CITI FIELD STAND 402,Queens,000,126 ST & ROOSEVELT AVENUE,,7185958146,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395535,CITI FIELD NATHAN'S HOT DOGS STAND 404,Queens,000,126TH & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395490,"CITI FIELD HYUNDAI CLUB, STAND 119",Queens,000,126TH ST &  ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395411,"CITI FIELD BALLPARK EATS, STAND 123",Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395375,CITI FIELD STERLING MARKET,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
50062738,CITI FIELD BUD BAR,Queens,126TH ST,AND ROOSEVELT AVE,,7185958192,American,06/13/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,06/13/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,0,0,,,,,4,,
41395492,CITI FIELD HYUNDAI CLUB STAND 117,Queens,126,ST & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395342,"CITI FIELD MISTER SOFTEE, STAND 131",Queens,000,126 STREET & ROOSEVELT AVENUE,,7185958100,Frozen Desserts,06/13/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395403,CITI FIELD STAND 137,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395397,"CITI FIELD TACO FRITES, STAND 139",Queens,126 ST,and ROOSEVELT AVENUE,,7185958100,Tex-Mex,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395413,CITI FIELD STAND 121,Queens,000,126 ST & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395395,"CITI FIELD BUD ISLAND, STAND 140",Queens,000,126TH ST &  ROOSEVELT AVENUE,,7185958100,Bottled Beverages,06/13/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395416,"CITI FIELD IN SEAT KITCHEN, STAND 118",Queens,126,ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395517,CITI FIELD PRESS KITCHEN,Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395513,CITI FIELD CLUB BAR #1 (FIRST BASE),Queens,000,126TH st & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
41395379,CITI FIELD STAND 114,Queens,000,126TH & ROOSEVELT AVENUE,,7185958100,American,06/13/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,06/13/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,4,,
